video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
ZtkSYY9Z2fE,UCupvZG-5ko_eiXAupbDfxWw,wuhan coronavirus kills doctor who warned of outbreak,CNN,News & Politics,none,1742147,16471,0,5123,2020-02-07T08:18:15Z,"latest News,Happening Now,CNN,wuhan,china,coronavirus,david culver,world,Li Wenliang,cnn newsroom,john vause",PT7M9S,hd,TRUE,https://i.ytimg.com/vi/ZtkSYY9Z2fE/default.jpg,https://www.youtube.com/watch?v=ZtkSYY9Z2fE
rgpSC__Nxso,UCupvZG-5ko_eiXAupbDfxWw,go inside a nyc hospital on the front lines of the coronavirus outbreak,CNN,News & Politics,none,916562,5858,0,2847,2020-03-30T11:18:23Z,"latest News,Happening Now,CNN,covid-19,coronavirus,pandemic,nyc,ventilators,new york,quarantine,hospital",PT10M20S,hd,FALSE,https://i.ytimg.com/vi/rgpSC__Nxso/default.jpg,https://www.youtube.com/watch?v=rgpSC__Nxso
sZBMcqLKOqo,UCupvZG-5ko_eiXAupbDfxWw,boris johnson issues stayathome order for uk to fight coronavirus pandemic,CNN,News & Politics,none,219127,1857,0,975,2020-03-23T22:59:33Z,"latest News,Happening Now,CNN",PT2M22S,hd,FALSE,https://i.ytimg.com/vi/sZBMcqLKOqo/default.jpg,https://www.youtube.com/watch?v=sZBMcqLKOqo
SfWtBPbE9so,UCupvZG-5ko_eiXAupbDfxWw,what an antibody test could mean for the coronavirus pandemic,CNN,News & Politics,none,694253,3537,0,1598,2020-04-10T23:07:42Z,"latest News,Happening Now,CNN,coronavirus,pandemic,Covid-19,Dr. Sanjay Gupta,Dr. Anthony Fauci,White House,Jake Tapper,antibody test,antibodies",PT10M19S,hd,FALSE,https://i.ytimg.com/vi/SfWtBPbE9so/default.jpg,https://www.youtube.com/watch?v=SfWtBPbE9so
bDBRxJTOKxM,UCupvZG-5ko_eiXAupbDfxWw,staff at nursing home of coronavirus outbreak receive vaccine,CNN,News & Politics,none,13909,150,0,95,2020-12-29T03:38:08Z,"latest News,Happening Now,CNN,Coronavirus,Sara Sidner,Covid-19,Vaccine,Health,Washington",PT4M53S,hd,FALSE,https://i.ytimg.com/vi/bDBRxJTOKxM/default.jpg,https://www.youtube.com/watch?v=bDBRxJTOKxM
GEARtTBHXEw,UCupvZG-5ko_eiXAupbDfxWw,see where officials believe the coronavirus started,CNN,News & Politics,none,4665462,44413,0,22231,2020-01-21T02:47:47Z,"latest News,Happening Now,CNN,world news,coronavirus,corona virus,china,wuhan,kristie lu stout,hala gorani,hala gorani tonight,sars,virus,cnni",PT7M31S,hd,FALSE,https://i.ytimg.com/vi/GEARtTBHXEw/default.jpg,https://www.youtube.com/watch?v=GEARtTBHXEw
OV1Vuv9zfzI,UCupvZG-5ko_eiXAupbDfxWw,tips to stay safe during the coronavirus pandemic,CNN,News & Politics,none,126770,1274,0,366,2020-04-03T22:08:12Z,"latest News,Happening Now,CNN",PT4M38S,hd,FALSE,https://i.ytimg.com/vi/OV1Vuv9zfzI/default.jpg,https://www.youtube.com/watch?v=OV1Vuv9zfzI
3mfSSi-J7kI,UCupvZG-5ko_eiXAupbDfxWw,why thousands are getting coronavirus on purpose,CNN,News & Politics,none,1098830,5592,0,3396,2020-05-13T21:46:00Z,"latest News,Happening Now,CNN,health,us news,covid-19,coronavirus,drew griffin,vaccine,science",PT4M17S,hd,FALSE,https://i.ytimg.com/vi/3mfSSi-J7kI/default.jpg,https://www.youtube.com/watch?v=3mfSSi-J7kI
eEUqCxP5Lvc,UCupvZG-5ko_eiXAupbDfxWw,coronavirus whistleblower doctor is online hero in china,CNN,News & Politics,none,3587175,34632,0,6917,2020-02-04T15:26:54Z,"latest News,Happening Now,CNN,cnni,coronavirus,china,wuhan",PT2M57S,hd,FALSE,https://i.ytimg.com/vi/eEUqCxP5Lvc/default.jpg,https://www.youtube.com/watch?v=eEUqCxP5Lvc
J0Cpmx4DS1c,UCupvZG-5ko_eiXAupbDfxWw,russia intends to be first in the world to approve coronavirus vaccine,CNN,News & Politics,none,325743,1911,0,1443,2020-07-29T01:57:27Z,"latest News,Happening Now,CNN,World,Russia,Covid-19,Coronavirus,Vaccine,Matthew Chance,The Situation Room",PT2M1S,hd,FALSE,https://i.ytimg.com/vi/J0Cpmx4DS1c/default.jpg,https://www.youtube.com/watch?v=J0Cpmx4DS1c
_2OwQOPGKfg,UCupvZG-5ko_eiXAupbDfxWw,indias coronavirus deaths could be far higher than reported,CNN,News & Politics,none,440227,4447,0,2889,2021-04-26T14:43:26Z,"latest News,Happening Now,CNN,cnni,cnn international,world news,india,coronavirus,covid-19",PT10M7S,sd,FALSE,https://i.ytimg.com/vi/_2OwQOPGKfg/default.jpg,https://www.youtube.com/watch?v=_2OwQOPGKfg
udERg05aUxI,UCupvZG-5ko_eiXAupbDfxWw,she went from reporting on coronavirus to fighting it in a hospital for  days,CNN,News & Politics,none,454853,5232,0,2569,2020-07-22T14:03:02Z,"latest News,Happening Now,CNN,coronavirus,covid-19,pandemic",PT5M31S,hd,FALSE,https://i.ytimg.com/vi/udERg05aUxI/default.jpg,https://www.youtube.com/watch?v=udERg05aUxI
A71lfXrQlxU,UCupvZG-5ko_eiXAupbDfxWw,bill gates makes a prediction about when coronavirus cases will peak,CNN,News & Politics,none,12439258,107817,0,66852,2020-03-27T03:52:55Z,"latest News,Happening Now,CNN",PT10M52S,hd,FALSE,https://i.ytimg.com/vi/A71lfXrQlxU/default.jpg,https://www.youtube.com/watch?v=A71lfXrQlxU
lm7Xi3cw6dY,UCupvZG-5ko_eiXAupbDfxWw,all of italy under restrictions over coronavirus outbreak,CNN,News & Politics,none,1040185,7688,0,4471,2020-03-09T21:31:39Z,"latest News,Happening Now,CNN,italy,ben wedeman,the brief,Prime Minister,Giuseppe Conte,coronavirus,lock down",PT8M36S,hd,TRUE,https://i.ytimg.com/vi/lm7Xi3cw6dY/default.jpg,https://www.youtube.com/watch?v=lm7Xi3cw6dY
S-uFhQcYxv8,UCupvZG-5ko_eiXAupbDfxWw,coronavirus deaths in us top ,CNN,News & Politics,none,816958,5282,0,4580,2020-03-31T08:49:25Z,"latest News,Happening Now,CNN,world news,us news,don lemon",PT9M57S,hd,TRUE,https://i.ytimg.com/vi/S-uFhQcYxv8/default.jpg,https://www.youtube.com/watch?v=S-uFhQcYxv8
j_mmRsUWpYo,UCupvZG-5ko_eiXAupbDfxWw,coronavirus task force member pressed on testing delays,CNN,News & Politics,none,391801,3411,0,2790,2020-07-26T14:20:32Z,"latest News,Happening Now,CNN,coronavirus,testing,covid-19,politics,trump administration,Giroir,jake tapper",PT11M18S,sd,FALSE,https://i.ytimg.com/vi/j_mmRsUWpYo/default.jpg,https://www.youtube.com/watch?v=j_mmRsUWpYo
KZn1yulnc1U,UCupvZG-5ko_eiXAupbDfxWw,brianna keilar breaks down on live tv over coronavirus losses,CNN,News & Politics,none,1171392,23803,0,8072,2021-02-22T22:39:46Z,"latest News,Happening Now,CNN,brianna keilar,cnn newsroom,coronavirus,health,us news",PT5M23S,sd,FALSE,https://i.ytimg.com/vi/KZn1yulnc1U/default.jpg,https://www.youtube.com/watch?v=KZn1yulnc1U
5RunFCEZh_4,UCupvZG-5ko_eiXAupbDfxWw,three promising signs in fight against coronavirus,CNN,News & Politics,none,69325,732,0,717,2021-02-25T00:24:36Z,"latest News,Happening Now,CNN,jake tapper,the lead,dr sanjay gupta,your health,health,coronavirus,covid 19,amara walker",PT10M13S,hd,FALSE,https://i.ytimg.com/vi/5RunFCEZh_4/default.jpg,https://www.youtube.com/watch?v=5RunFCEZh_4
Tak_fw_0QbM,UCupvZG-5ko_eiXAupbDfxWw,shocking video shows morbid new reality of a coronavirus epicenter,CNN,News & Politics,none,713978,3204,0,1460,2020-04-03T08:35:31Z,"latest News,Happening Now,CNN,world news,CNNi,matt rivers,ecuador",PT2M37S,hd,FALSE,https://i.ytimg.com/vi/Tak_fw_0QbM/default.jpg,https://www.youtube.com/watch?v=Tak_fw_0QbM
OOvENoZMmK4,UCupvZG-5ko_eiXAupbDfxWw,this is how quickly coronavirus can spread,CNN,News & Politics,none,1365178,9546,0,3350,2020-05-14T22:58:08Z,"latest News,Happening Now,CNN,coronavirus,covid-19,health,medical,anna coren,newsroom",PT7M23S,hd,FALSE,https://i.ytimg.com/vi/OOvENoZMmK4/default.jpg,https://www.youtube.com/watch?v=OOvENoZMmK4
QQEQH59p17U,UCupvZG-5ko_eiXAupbDfxWw, states see an increase in coronavirus cases,CNN,News & Politics,none,938112,8927,0,6824,2020-09-20T15:44:57Z,"latest News,Happening Now,CNN",PT5M44S,sd,FALSE,https://i.ytimg.com/vi/QQEQH59p17U/default.jpg,https://www.youtube.com/watch?v=QQEQH59p17U
R2ZETF515Ec,UCupvZG-5ko_eiXAupbDfxWw,bill gates heres when we could expect a coronavirus vaccine,CNN,News & Politics,none,1491219,9014,0,17726,2020-04-27T16:43:13Z,"latest News,Happening Now,CNN,bill gates,microsoft,vaccine,coronavirus,covid-19,pandemic",PT5M45S,hd,FALSE,https://i.ytimg.com/vi/R2ZETF515Ec/default.jpg,https://www.youtube.com/watch?v=R2ZETF515Ec
HuBkxYY883k,UCupvZG-5ko_eiXAupbDfxWw,uk begins historic roll out of coronavirus vaccine,CNN,News & Politics,none,94985,912,0,902,2020-12-08T12:49:49Z,"latest News,Happening Now,CNN,coronavirus,covid-19,vaccine,uk news,world news,uk,vaccination,pfizer,biontech,william shakespeare",PT6M55S,sd,FALSE,https://i.ytimg.com/vi/HuBkxYY883k/default.jpg,https://www.youtube.com/watch?v=HuBkxYY883k
v_vDjR5zBDk,UCupvZG-5ko_eiXAupbDfxWw,unprecedented restrictions in italy over coronavirus outbreak,CNN,News & Politics,none,292012,1989,0,1154,2020-03-10T07:34:11Z,"latest News,Happening Now,CNN,world news,international,ben wedeman,italy,coronavirus,bologna",PT8M18S,hd,TRUE,https://i.ytimg.com/vi/v_vDjR5zBDk/default.jpg,https://www.youtube.com/watch?v=v_vDjR5zBDk
FCUpvgp4RUo,UCupvZG-5ko_eiXAupbDfxWw,john king breaks down how coronavirus may affect the presidential election,CNN,News & Politics,none,264700,1568,0,1790,2020-08-18T01:09:22Z,"latest News,Happening Now,CNN,john king,magic wall,coronavirus",PT3M27S,hd,FALSE,https://i.ytimg.com/vi/FCUpvgp4RUo/default.jpg,https://www.youtube.com/watch?v=FCUpvgp4RUo
ATndga6ZMSs,UCupvZG-5ko_eiXAupbDfxWw,scientist says coronavirus vaccine could be ready by ,CNN,News & Politics,none,88264,671,0,509,2020-02-08T00:55:06Z,"latest News,Happening Now,CNN,coronavirus,vaccine,the brief,bianca nobilo,robin shattock,health",PT12M31S,hd,FALSE,https://i.ytimg.com/vi/ATndga6ZMSs/default.jpg,https://www.youtube.com/watch?v=ATndga6ZMSs
OYrROwpHECk,UCupvZG-5ko_eiXAupbDfxWw,coronavirus curve us cases on track to overtake italy,CNN,News & Politics,none,374023,1838,0,1918,2020-03-26T16:57:16Z,"latest News,Happening Now,CNN,CNNI,coronavirus,Covid-19,US,Trump,pandemic,Spain,Italy,curve",PT5M43S,hd,FALSE,https://i.ytimg.com/vi/OYrROwpHECk/default.jpg,https://www.youtube.com/watch?v=OYrROwpHECk
02Wi5GSkdNk,UCupvZG-5ko_eiXAupbDfxWw,maps show explosive growth of coronavirus in us,CNN,News & Politics,none,902866,7602,0,4192,2020-06-29T21:27:40Z,"latest News,Happening Now,CNN,US News,Coronavirus,Politics,President Trump",PT10M55S,hd,TRUE,https://i.ytimg.com/vi/02Wi5GSkdNk/default.jpg,https://www.youtube.com/watch?v=02Wi5GSkdNk
7qvADOmHCUQ,UCupvZG-5ko_eiXAupbDfxWw,rare icu access shows how iraq is handling coronavirus,CNN,News & Politics,none,16598,247,0,156,2021-02-23T11:00:21Z,"latest News,Happening Now,CNN,cnni,world news,cnn international",PT4M49S,sd,FALSE,https://i.ytimg.com/vi/7qvADOmHCUQ/default.jpg,https://www.youtube.com/watch?v=7qvADOmHCUQ
qqCZC-gFA6A,UCupvZG-5ko_eiXAupbDfxWw,cnni food crisis worsens in cuba as coronavirus spikes,CNN,News & Politics,none,29929,319,0,384,2021-02-13T18:30:56Z,"latest News,Happening Now,CNN,world,cnn international,cnni,patrick oppmann,cuba",PT4M35S,sd,FALSE,https://i.ytimg.com/vi/qqCZC-gFA6A/default.jpg,https://www.youtube.com/watch?v=qqCZC-gFA6A
X8O8EBLj-0c,UCupvZG-5ko_eiXAupbDfxWw,india sees highest rise in coronavirus deaths in a day,CNN,News & Politics,none,156169,1514,0,1422,2021-04-21T16:23:01Z,"latest News,Happening Now,CNN,cnni,world news,cnn international",PT9M21S,sd,TRUE,https://i.ytimg.com/vi/X8O8EBLj-0c/default.jpg,https://www.youtube.com/watch?v=X8O8EBLj-0c
iVo5j9mZq7g,UCupvZG-5ko_eiXAupbDfxWw,coronavirus explained how it spreads and how to protect yourself,CNN,News & Politics,none,720450,5016,0,922,2020-03-20T14:47:27Z,"latest News,Happening Now,CNN",PT7M29S,hd,FALSE,https://i.ytimg.com/vi/iVo5j9mZq7g/default.jpg,https://www.youtube.com/watch?v=iVo5j9mZq7g
i4fx-hLaYok,UCupvZG-5ko_eiXAupbDfxWw,china flexes military muscle amid global coronavirus pandemic,CNN,News & Politics,none,375354,1932,0,1863,2020-06-11T22:45:36Z,"latest News,Happening Now,CNN,culver,world news,cnni,china,coronavirus,xi,david culver",PT4M1S,hd,FALSE,https://i.ytimg.com/vi/i4fx-hLaYok/default.jpg,https://www.youtube.com/watch?v=i4fx-hLaYok
gl24Ts6JjZ8,UCupvZG-5ko_eiXAupbDfxWw,expert warns children may drive coronavirus like they drive colds,CNN,News & Politics,none,174051,2117,0,1666,2020-08-11T17:57:46Z,"latest News,Happening Now,CNN,Coronavirus,Vaccine,Russia,Back to School,Donald Trump,Children",PT10M32S,hd,FALSE,https://i.ytimg.com/vi/gl24Ts6JjZ8/default.jpg,https://www.youtube.com/watch?v=gl24Ts6JjZ8
AXUxqGS1Jkw,UCupvZG-5ko_eiXAupbDfxWw,florida shatters single day coronavirus record,CNN,News & Politics,none,776745,5819,0,5342,2020-07-12T23:38:39Z,"latest News,Happening Now,CNN",PT6M17S,sd,FALSE,https://i.ytimg.com/vi/AXUxqGS1Jkw/default.jpg,https://www.youtube.com/watch?v=AXUxqGS1Jkw
RX9r5ORKdp0,UCupvZG-5ko_eiXAupbDfxWw,coronavirus whistleblower doctor dies from illness,CNN,News & Politics,none,592131,4930,0,2011,2020-02-06T16:37:19Z,"latest News,Happening Now,CNN,Connect the World,David Culver,World",PT2M14S,hd,FALSE,https://i.ytimg.com/vi/RX9r5ORKdp0/default.jpg,https://www.youtube.com/watch?v=RX9r5ORKdp0
WBRaGT9nqs4,UCupvZG-5ko_eiXAupbDfxWw,germany seeing potential second wave of coronavirus,CNN,News & Politics,none,110149,1201,0,878,2020-07-29T13:02:59Z,"latest News,Happening Now,CNN,Coronavirus,Covid-19,Germany,Second Wave",PT3M59S,sd,FALSE,https://i.ytimg.com/vi/WBRaGT9nqs4/default.jpg,https://www.youtube.com/watch?v=WBRaGT9nqs4
sXpIrDGXeTg,UCupvZG-5ko_eiXAupbDfxWw,how to cope with anxiety and stress linked to coronavirus pandemic,CNN,News & Politics,none,127475,1517,0,821,2020-03-20T07:08:06Z,"latest News,Happening Now,CNN",PT7M11S,hd,FALSE,https://i.ytimg.com/vi/sXpIrDGXeTg/default.jpg,https://www.youtube.com/watch?v=sXpIrDGXeTg
VQqFr7_Y5NU,UCupvZG-5ko_eiXAupbDfxWw,financial expert do this with money during coronavirus outbreak,CNN,News & Politics,none,684854,3683,0,1823,2020-03-14T14:02:41Z,"latest News,Happening Now,CNN",PT5M32S,hd,FALSE,https://i.ytimg.com/vi/VQqFr7_Y5NU/default.jpg,https://www.youtube.com/watch?v=VQqFr7_Y5NU
uo43AbYlK2I,UCupvZG-5ko_eiXAupbDfxWw,detroit hit hard by coronavirus pandemic rising to the challenge,CNN,News & Politics,none,134346,1067,0,584,2020-04-24T02:08:17Z,"latest News,Happening Now,CNN,detroit,omar jimenez,coronavirus,covid-19",PT5M13S,hd,FALSE,https://i.ytimg.com/vi/uo43AbYlK2I/default.jpg,https://www.youtube.com/watch?v=uo43AbYlK2I
aCifvImcjAY,UCupvZG-5ko_eiXAupbDfxWw,scientists discover llama antibodies could be key to a coronavirus treatment,CNN,News & Politics,none,551138,4087,0,2156,2020-05-12T11:22:12Z,"latest News,Happening Now,CNN",PT4M30S,sd,FALSE,https://i.ytimg.com/vi/aCifvImcjAY/default.jpg,https://www.youtube.com/watch?v=aCifvImcjAY
girPw3j5OJs,UCupvZG-5ko_eiXAupbDfxWw,new study raises question can coronavirus spread through sex,CNN,News & Politics,none,299389,1398,0,1611,2020-05-09T00:14:02Z,"latest News,Happening Now,CNN",PT3M33S,sd,FALSE,https://i.ytimg.com/vi/girPw3j5OJs/default.jpg,https://www.youtube.com/watch?v=girPw3j5OJs
XfbvLn3DgV8,UCupvZG-5ko_eiXAupbDfxWw,trump criticizes china for their coronavirus response heres what we know,CNN,News & Politics,none,1015513,6856,0,8296,2020-04-17T19:41:18Z,"latest News,Happening Now,CNN",PT8M12S,hd,FALSE,https://i.ytimg.com/vi/XfbvLn3DgV8/default.jpg,https://www.youtube.com/watch?v=XfbvLn3DgV8
#NAME?,UCupvZG-5ko_eiXAupbDfxWw,coronavirus vaccine trial volunteers speak to cnn,CNN,News & Politics,none,264689,1524,0,1190,2020-05-22T13:50:12Z,"latest News,Happening Now,CNN,coronavirus,vaccine,covid",PT4M35S,hd,FALSE,https://i.ytimg.com/vi/-szt0u2X0WI/default.jpg,https://www.youtube.com/watch?v=-szt0u2X0WI
o_UaQaokSOc,UCupvZG-5ko_eiXAupbDfxWw, campaign focus turns to coronavirus,CNN,News & Politics,none,243526,1515,0,1332,2020-03-15T13:08:28Z,"latest News,Happening Now,CNN,John King,Inside Politics,Bernie Sanders,Joe Biden,2020 election,Coronavirus",PT6M12S,hd,TRUE,https://i.ytimg.com/vi/o_UaQaokSOc/default.jpg,https://www.youtube.com/watch?v=o_UaQaokSOc
yMTTZiY1ppg,UCupvZG-5ko_eiXAupbDfxWw,how cows could by key to combatting coronavirus,CNN,News & Politics,none,163106,1456,0,1096,2020-05-15T14:41:39Z,"latest News,Happening Now,CNN,Elizabeth Cohen,Health,New Day",PT2M23S,sd,FALSE,https://i.ytimg.com/vi/yMTTZiY1ppg/default.jpg,https://www.youtube.com/watch?v=yMTTZiY1ppg
CEFo5skGRSI,UCupvZG-5ko_eiXAupbDfxWw,coronavirus kills  in washington state,CNN,News & Politics,none,809649,5801,0,4589,2020-03-03T06:23:28Z,"latest News,Happening Now,CNN,nick watt,coronavirus",PT10M32S,hd,FALSE,https://i.ytimg.com/vi/CEFo5skGRSI/default.jpg,https://www.youtube.com/watch?v=CEFo5skGRSI
BTAub1YO4k0,UCupvZG-5ko_eiXAupbDfxWw,state department warns us citizens not to travel abroad due to coronavirus pandemic,CNN,News & Politics,none,210251,1463,0,915,2020-03-20T00:31:35Z,"latest News,Happening Now,CNN,coronavirus,state department,international,travel,abroad",PT5M29S,hd,FALSE,https://i.ytimg.com/vi/BTAub1YO4k0/default.jpg,https://www.youtube.com/watch?v=BTAub1YO4k0
Q0I8fJa9wY0,UCupvZG-5ko_eiXAupbDfxWw,john king coronavirus numbers take a turn for the worse,CNN,News & Politics,none,484936,5435,0,3244,2020-09-27T13:18:48Z,"latest News,Happening Now,CNN",PT2M12S,hd,FALSE,https://i.ytimg.com/vi/Q0I8fJa9wY0/default.jpg,https://www.youtube.com/watch?v=Q0I8fJa9wY0
QsH3Y93dzLA,UCupvZG-5ko_eiXAupbDfxWw,chris cuomo announces his wife cristina diagnosed with coronavirus,CNN,News & Politics,none,1327945,16108,0,7540,2020-04-16T03:53:53Z,"latest News,Happening Now,CNN,Chris Cuomo,coronavirus,pandemic,Gov. Andrew Cuomo,Covid-19,New York,diagnosis,Cristina Greeven Cuomo",PT3M29S,hd,FALSE,https://i.ytimg.com/vi/QsH3Y93dzLA/default.jpg,https://www.youtube.com/watch?v=QsH3Y93dzLA
cbbrlKl4Fak,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus cure hear from top scientist who spent years devising cure for covid  msnbc,MSNBC,News & Politics,none,312916,2588,0,823,2020-03-17T00:49:39Z,"Washington,Health,Ari Melber,White House,Global Health,Coronavirus,The Beat with Ari Melber,MSNBC,NBC News,breaking news,us news,world news,politics,top stories,pop culture,liberal,progressive,ari melber msnbc,msnbc live,ari melber live,news,Coronavirus Cure,University of North Carolina,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",PT5M19S,hd,TRUE,https://i.ytimg.com/vi/cbbrlKl4Fak/default.jpg,https://www.youtube.com/watch?v=cbbrlKl4Fak
5BQ8l8grQ4g,UCaXkIU1QidjPwiAYu6GcHjg,us suffers deadliest day of coronavirus outbreak thus far  morning joe  msnbc,MSNBC,News & Politics,none,1318879,7220,0,5656,2020-03-31T11:59:49Z,"News,Health,Donald Trump,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Suffers Deadliest Day,confirmed cases",PT9M15S,hd,TRUE,https://i.ytimg.com/vi/5BQ8l8grQ4g/default.jpg,https://www.youtube.com/watch?v=5BQ8l8grQ4g
2WgNLO67Z18,UCaXkIU1QidjPwiAYu6GcHjg,answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,11140,219,0,48,2021-01-11T17:29:47Z,"Coronavirus,The Week with Joshua Johnson,The Week,MSNBC,NBC News,nbc,news,breaking news,us news,world news,current events,top stories,pop culture,political news,msnbc live,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,right wing terrorists,terrorism,domestic terrorism,capitol building seige,washing dc,dc,dc riots,president trump,2020 election,us protest,us protest capitol,Us protest 2021",PT6M42S,hd,TRUE,https://i.ytimg.com/vi/2WgNLO67Z18/default.jpg,https://www.youtube.com/watch?v=2WgNLO67Z18
-2h2bQYO-0E,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus pandemic cases continue to sweep across us  morning joe  msnbc,MSNBC,News & Politics,none,98499,1114,0,291,2020-07-21T12:59:48Z,"Politics,Russia,Donald Trump,Congress,Homeland Security,Campaign Finance,Joe Biden,Best of last night,2020 Elections,Decision 2020,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus symptoms,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",PT8M46S,hd,FALSE,https://i.ytimg.com/vi/-2h2bQYO-0E/default.jpg,https://www.youtube.com/watch?v=-2h2bQYO-0E
qlxsHz1YfMA,UCaXkIU1QidjPwiAYu6GcHjg,daycare centers begin to reopen with coronavirus precautions amid pandemic  msnbc,MSNBC,News & Politics,none,8183,62,0,57,2020-06-12T18:30:58Z,"Coronavirus,msnbc,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,quarantine,social distancing,virus protection,coronavirus outbreak,COVID-19,pandemic,coronavirus prevention,covid-19 news,NBC News,nbc,news,us news,Rehema Ellis,childcare,daycare,day care,child care,daycare coronavirus,dependent care,childcare coronavirus,child care coronavirus,covid 19 daycare,covid 19 child care,coronavirus restrictions",PT2M25S,hd,TRUE,https://i.ytimg.com/vi/qlxsHz1YfMA/default.jpg,https://www.youtube.com/watch?v=qlxsHz1YfMA
YpbKKD1NAlE,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus outbreak continues with two new cases in washington state  msnbc,MSNBC,News & Politics,none,409014,3145,0,2058,2020-03-01T20:30:16Z,"Health,Coronavirus,msnbc",PT3M5S,hd,TRUE,https://i.ytimg.com/vi/YpbKKD1NAlE/default.jpg,https://www.youtube.com/watch?v=YpbKKD1NAlE
Tm_KWLzEhNE,UCaXkIU1QidjPwiAYu6GcHjg,study coronavirus pandemic may last two years without vaccine  the th hour  msnbc,MSNBC,News & Politics,none,203923,1003,0,761,2020-05-02T04:43:08Z,"News,National Security,Health,Healthcare,Brian Williams,Donald Trump,Best of last night,Global Health,Science,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Vaccine,Coronavirus Pandemic,Dr. Michael Osterholm,covid-19,covid-19 protection,virus infection,social distancing,pandemic,covid-19 saftey measures,cdc",PT2M1S,hd,TRUE,https://i.ytimg.com/vi/Tm_KWLzEhNE/default.jpg,https://www.youtube.com/watch?v=Tm_KWLzEhNE
c8TltWFwKuA,UCaXkIU1QidjPwiAYu6GcHjg,cuomo on coronavirus this is a character test for all of us  msnbc,MSNBC,News & Politics,none,63935,541,0,300,2020-03-17T17:59:49Z,"Andrew Cuomo,U.S. news,Health,Coronavirus,msnbc,NBC News,news,breaking news,us news,world news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,illness,center for disease control,safety,symptoms,sickness,virus protection,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,Cuomo On Coronavirus,Character Test",PT1M15S,hd,TRUE,https://i.ytimg.com/vi/c8TltWFwKuA/default.jpg,https://www.youtube.com/watch?v=c8TltWFwKuA
QwGfY5CJJZ0,UCaXkIU1QidjPwiAYu6GcHjg,answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,4117,123,0,52,2021-02-15T15:29:46Z,"The Week with Joshua Johnson,The Week,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,Covid-19 outbreak",PT8M32S,hd,TRUE,https://i.ytimg.com/vi/QwGfY5CJJZ0/default.jpg,https://www.youtube.com/watch?v=QwGfY5CJJZ0
7T6iH0OJ_Sk,UCaXkIU1QidjPwiAYu6GcHjg,how many days is someone contagious before coronavirus symptoms start to appear  msnbc,MSNBC,News & Politics,none,115882,668,0,155,2020-03-18T20:29:52Z,"Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus latest news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,coronavirus us,coronavirus news",PT1M45S,hd,TRUE,https://i.ytimg.com/vi/7T6iH0OJ_Sk/default.jpg,https://www.youtube.com/watch?v=7T6iH0OJ_Sk
